2022-09-15 10:09:23.861 [flink-akka.actor.default-dispatcher-4] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Job Flink Streaming Job (05623c86c99c9181686e1a11594c3be4) switched from state CREATED to RUNNING.
2022-09-15 10:09:23.864 [flink-akka.actor.default-dispatcher-4] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Source: Custom Source -> Timestamps/Watermarks (1/1) (7c93415ac6f30adb41ce7f5992803532) switched from CREATED to SCHEDULED.
2022-09-15 10:09:23.864 [flink-akka.actor.default-dispatcher-4] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (1/6) (9c35645e7e211cc13a5380c61e8a1361) switched from CREATED to SCHEDULED.
2022-09-15 10:09:23.864 [flink-akka.actor.default-dispatcher-4] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (2/6) (637e9b2fa3e04b020694ccdb23115423) switched from CREATED to SCHEDULED.
2022-09-15 10:09:23.864 [flink-akka.actor.default-dispatcher-4] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (3/6) (136de12344d2a3f235d2343418b8af0e) switched from CREATED to SCHEDULED.
2022-09-15 10:09:23.864 [flink-akka.actor.default-dispatcher-4] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (4/6) (338b4d7206a8c14b64b70c2bdec3e7eb) switched from CREATED to SCHEDULED.
2022-09-15 10:09:23.864 [flink-akka.actor.default-dispatcher-4] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (5/6) (5d800184f693531dd77990c6829754cd) switched from CREATED to SCHEDULED.
2022-09-15 10:09:23.865 [flink-akka.actor.default-dispatcher-4] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (6/6) (b3483772af4de6032a7400d129613164) switched from CREATED to SCHEDULED.
2022-09-15 10:09:23.865 [flink-akka.actor.default-dispatcher-4] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (1/6) (269934c91c5358976ff0d846c8b45392) switched from CREATED to SCHEDULED.
2022-09-15 10:09:23.865 [flink-akka.actor.default-dispatcher-4] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (2/6) (e16d258903dfb4277995ccf5a741153f) switched from CREATED to SCHEDULED.
2022-09-15 10:09:23.865 [flink-akka.actor.default-dispatcher-4] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (3/6) (9e432374cb6a5ca8146f716244528769) switched from CREATED to SCHEDULED.
2022-09-15 10:09:23.865 [flink-akka.actor.default-dispatcher-4] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (4/6) (22c1ed8c857ecbea5259a1e84083427e) switched from CREATED to SCHEDULED.
2022-09-15 10:09:23.865 [flink-akka.actor.default-dispatcher-4] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (5/6) (ad5013d4a3894c0da89f2025c57e67ed) switched from CREATED to SCHEDULED.
2022-09-15 10:09:23.865 [flink-akka.actor.default-dispatcher-4] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (6/6) (561c9b59b5906533646d009a1ad6a8fa) switched from CREATED to SCHEDULED.
2022-09-15 10:09:23.879 [flink-akka.actor.default-dispatcher-4] INFO  org.apache.flink.runtime.jobmaster.JobMaster - Connecting to ResourceManager akka://flink/user/rpc/resourcemanager_2(a5824cfba25ad448c2288fafa839464e)
2022-09-15 10:09:23.880 [flink-akka.actor.default-dispatcher-4] INFO  org.apache.flink.runtime.jobmaster.JobMaster - Resolved ResourceManager address, beginning registration
2022-09-15 10:09:23.882 [flink-akka.actor.default-dispatcher-8] INFO  o.a.f.r.resourcemanager.StandaloneResourceManager - Registering job manager a7b8a562f48a76441ea19d0819d843d6@akka://flink/user/rpc/jobmanager_3 for job 05623c86c99c9181686e1a11594c3be4.
2022-09-15 10:09:23.885 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.r.resourcemanager.StandaloneResourceManager - Registered job manager a7b8a562f48a76441ea19d0819d843d6@akka://flink/user/rpc/jobmanager_3 for job 05623c86c99c9181686e1a11594c3be4.
2022-09-15 10:09:23.887 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.jobmaster.JobMaster - JobManager successfully registered at ResourceManager, leader id: a5824cfba25ad448c2288fafa839464e.
2022-09-15 10:09:23.889 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.r.r.slotmanager.DeclarativeSlotManager - Received resource requirements from job 05623c86c99c9181686e1a11594c3be4: [ResourceRequirement{resourceProfile=ResourceProfile{UNKNOWN}, numberOfRequiredSlots=6}]
2022-09-15 10:09:23.892 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Receive slot request a10aa41d35e7f0b54e0143cd6fcae83b for job 05623c86c99c9181686e1a11594c3be4 from resource manager with leader id a5824cfba25ad448c2288fafa839464e.
2022-09-15 10:09:23.896 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Allocated slot for a10aa41d35e7f0b54e0143cd6fcae83b.
2022-09-15 10:09:23.897 [flink-akka.actor.default-dispatcher-8] INFO  o.a.f.runtime.taskexecutor.DefaultJobLeaderService - Add job 05623c86c99c9181686e1a11594c3be4 for job leader monitoring.
2022-09-15 10:09:23.899 [mini-cluster-io-thread-4] INFO  o.a.f.runtime.taskexecutor.DefaultJobLeaderService - Try to register at job manager akka://flink/user/rpc/jobmanager_3 with leader id 1ea19d08-19d8-43d6-a7b8-a562f48a7644.
2022-09-15 10:09:23.899 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Receive slot request 31d3ad09a42a50d5ccc0b3ed182621d4 for job 05623c86c99c9181686e1a11594c3be4 from resource manager with leader id a5824cfba25ad448c2288fafa839464e.
2022-09-15 10:09:23.899 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Allocated slot for 31d3ad09a42a50d5ccc0b3ed182621d4.
2022-09-15 10:09:23.899 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Receive slot request b42a4999ade125cac97529dcd3a2d13f for job 05623c86c99c9181686e1a11594c3be4 from resource manager with leader id a5824cfba25ad448c2288fafa839464e.
2022-09-15 10:09:23.899 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.runtime.taskexecutor.DefaultJobLeaderService - Resolved JobManager address, beginning registration
2022-09-15 10:09:23.899 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Allocated slot for b42a4999ade125cac97529dcd3a2d13f.
2022-09-15 10:09:23.900 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Receive slot request d0eb4de732477b1102d4304184871379 for job 05623c86c99c9181686e1a11594c3be4 from resource manager with leader id a5824cfba25ad448c2288fafa839464e.
2022-09-15 10:09:23.900 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Allocated slot for d0eb4de732477b1102d4304184871379.
2022-09-15 10:09:23.900 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Receive slot request 832c6e75b408920c9dc36eff76720034 for job 05623c86c99c9181686e1a11594c3be4 from resource manager with leader id a5824cfba25ad448c2288fafa839464e.
2022-09-15 10:09:23.900 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Allocated slot for 832c6e75b408920c9dc36eff76720034.
2022-09-15 10:09:23.900 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Receive slot request 1ebbf674da1194f2f659151e10db97ea for job 05623c86c99c9181686e1a11594c3be4 from resource manager with leader id a5824cfba25ad448c2288fafa839464e.
2022-09-15 10:09:23.900 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Allocated slot for 1ebbf674da1194f2f659151e10db97ea.
2022-09-15 10:09:23.903 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.runtime.taskexecutor.DefaultJobLeaderService - Successful registration at job manager akka://flink/user/rpc/jobmanager_3 for job 05623c86c99c9181686e1a11594c3be4.
2022-09-15 10:09:23.903 [flink-akka.actor.default-dispatcher-4] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Establish JobManager connection for job 05623c86c99c9181686e1a11594c3be4.
2022-09-15 10:09:23.906 [flink-akka.actor.default-dispatcher-4] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Offer reserved slots to the leader of job 05623c86c99c9181686e1a11594c3be4.
2022-09-15 10:09:23.913 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Source: Custom Source -> Timestamps/Watermarks (1/1) (7c93415ac6f30adb41ce7f5992803532) switched from SCHEDULED to DEPLOYING.
2022-09-15 10:09:23.914 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Source: Custom Source -> Timestamps/Watermarks (1/1) (attempt #0) with attempt id 7c93415ac6f30adb41ce7f5992803532 to 2bfd97e6-1b06-4648-abaf-9712b0055bac @ activate.navicat.com (dataPort=-1) with allocation id 1ebbf674da1194f2f659151e10db97ea
2022-09-15 10:09:23.917 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (1/6) (9c35645e7e211cc13a5380c61e8a1361) switched from SCHEDULED to DEPLOYING.
2022-09-15 10:09:23.917 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Flat Map (1/6) (attempt #0) with attempt id 9c35645e7e211cc13a5380c61e8a1361 to 2bfd97e6-1b06-4648-abaf-9712b0055bac @ activate.navicat.com (dataPort=-1) with allocation id 1ebbf674da1194f2f659151e10db97ea
2022-09-15 10:09:23.918 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot 1ebbf674da1194f2f659151e10db97ea.
2022-09-15 10:09:23.921 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (2/6) (637e9b2fa3e04b020694ccdb23115423) switched from SCHEDULED to DEPLOYING.
2022-09-15 10:09:23.921 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Flat Map (2/6) (attempt #0) with attempt id 637e9b2fa3e04b020694ccdb23115423 to 2bfd97e6-1b06-4648-abaf-9712b0055bac @ activate.navicat.com (dataPort=-1) with allocation id 31d3ad09a42a50d5ccc0b3ed182621d4
2022-09-15 10:09:23.921 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (3/6) (136de12344d2a3f235d2343418b8af0e) switched from SCHEDULED to DEPLOYING.
2022-09-15 10:09:23.921 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Flat Map (3/6) (attempt #0) with attempt id 136de12344d2a3f235d2343418b8af0e to 2bfd97e6-1b06-4648-abaf-9712b0055bac @ activate.navicat.com (dataPort=-1) with allocation id 832c6e75b408920c9dc36eff76720034
2022-09-15 10:09:23.921 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (4/6) (338b4d7206a8c14b64b70c2bdec3e7eb) switched from SCHEDULED to DEPLOYING.
2022-09-15 10:09:23.921 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Flat Map (4/6) (attempt #0) with attempt id 338b4d7206a8c14b64b70c2bdec3e7eb to 2bfd97e6-1b06-4648-abaf-9712b0055bac @ activate.navicat.com (dataPort=-1) with allocation id b42a4999ade125cac97529dcd3a2d13f
2022-09-15 10:09:23.922 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (5/6) (5d800184f693531dd77990c6829754cd) switched from SCHEDULED to DEPLOYING.
2022-09-15 10:09:23.922 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Flat Map (5/6) (attempt #0) with attempt id 5d800184f693531dd77990c6829754cd to 2bfd97e6-1b06-4648-abaf-9712b0055bac @ activate.navicat.com (dataPort=-1) with allocation id d0eb4de732477b1102d4304184871379
2022-09-15 10:09:23.922 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (6/6) (b3483772af4de6032a7400d129613164) switched from SCHEDULED to DEPLOYING.
2022-09-15 10:09:23.922 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Flat Map (6/6) (attempt #0) with attempt id b3483772af4de6032a7400d129613164 to 2bfd97e6-1b06-4648-abaf-9712b0055bac @ activate.navicat.com (dataPort=-1) with allocation id a10aa41d35e7f0b54e0143cd6fcae83b
2022-09-15 10:09:23.922 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (1/6) (269934c91c5358976ff0d846c8b45392) switched from SCHEDULED to DEPLOYING.
2022-09-15 10:09:23.922 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Sink: Unnamed (1/6) (attempt #0) with attempt id 269934c91c5358976ff0d846c8b45392 to 2bfd97e6-1b06-4648-abaf-9712b0055bac @ activate.navicat.com (dataPort=-1) with allocation id 1ebbf674da1194f2f659151e10db97ea
2022-09-15 10:09:23.923 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (2/6) (e16d258903dfb4277995ccf5a741153f) switched from SCHEDULED to DEPLOYING.
2022-09-15 10:09:23.923 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Sink: Unnamed (2/6) (attempt #0) with attempt id e16d258903dfb4277995ccf5a741153f to 2bfd97e6-1b06-4648-abaf-9712b0055bac @ activate.navicat.com (dataPort=-1) with allocation id 31d3ad09a42a50d5ccc0b3ed182621d4
2022-09-15 10:09:23.923 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (3/6) (9e432374cb6a5ca8146f716244528769) switched from SCHEDULED to DEPLOYING.
2022-09-15 10:09:23.923 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Sink: Unnamed (3/6) (attempt #0) with attempt id 9e432374cb6a5ca8146f716244528769 to 2bfd97e6-1b06-4648-abaf-9712b0055bac @ activate.navicat.com (dataPort=-1) with allocation id 832c6e75b408920c9dc36eff76720034
2022-09-15 10:09:23.923 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (4/6) (22c1ed8c857ecbea5259a1e84083427e) switched from SCHEDULED to DEPLOYING.
2022-09-15 10:09:23.923 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Sink: Unnamed (4/6) (attempt #0) with attempt id 22c1ed8c857ecbea5259a1e84083427e to 2bfd97e6-1b06-4648-abaf-9712b0055bac @ activate.navicat.com (dataPort=-1) with allocation id b42a4999ade125cac97529dcd3a2d13f
2022-09-15 10:09:23.923 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (5/6) (ad5013d4a3894c0da89f2025c57e67ed) switched from SCHEDULED to DEPLOYING.
2022-09-15 10:09:23.923 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Sink: Unnamed (5/6) (attempt #0) with attempt id ad5013d4a3894c0da89f2025c57e67ed to 2bfd97e6-1b06-4648-abaf-9712b0055bac @ activate.navicat.com (dataPort=-1) with allocation id d0eb4de732477b1102d4304184871379
2022-09-15 10:09:23.923 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (6/6) (561c9b59b5906533646d009a1ad6a8fa) switched from SCHEDULED to DEPLOYING.
2022-09-15 10:09:23.923 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Sink: Unnamed (6/6) (attempt #0) with attempt id 561c9b59b5906533646d009a1ad6a8fa to 2bfd97e6-1b06-4648-abaf-9712b0055bac @ activate.navicat.com (dataPort=-1) with allocation id a10aa41d35e7f0b54e0143cd6fcae83b
2022-09-15 10:09:23.930 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.r.s.changelog.StateChangelogStorageLoader - StateChangelogStorageLoader initialized with shortcut names {memory}.
2022-09-15 10:09:23.930 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.r.s.changelog.StateChangelogStorageLoader - Creating a changelog storage with name 'memory'.
2022-09-15 10:09:23.948 [flink-akka.actor.default-dispatcher-4] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Source: Custom Source -> Timestamps/Watermarks (1/1)#0 (7c93415ac6f30adb41ce7f5992803532), deploy into slot with allocation id 1ebbf674da1194f2f659151e10db97ea.
2022-09-15 10:09:23.949 [Source: Custom Source -> Timestamps/Watermarks (1/1)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Source: Custom Source -> Timestamps/Watermarks (1/1)#0 (7c93415ac6f30adb41ce7f5992803532) switched from CREATED to DEPLOYING.
2022-09-15 10:09:23.950 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot 1ebbf674da1194f2f659151e10db97ea.
2022-09-15 10:09:23.953 [Source: Custom Source -> Timestamps/Watermarks (1/1)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Loading JAR files for task Source: Custom Source -> Timestamps/Watermarks (1/1)#0 (7c93415ac6f30adb41ce7f5992803532) [DEPLOYING].
2022-09-15 10:09:23.962 [flink-akka.actor.default-dispatcher-4] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Flat Map (1/6)#0 (9c35645e7e211cc13a5380c61e8a1361), deploy into slot with allocation id 1ebbf674da1194f2f659151e10db97ea.
2022-09-15 10:09:23.962 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot 31d3ad09a42a50d5ccc0b3ed182621d4.
2022-09-15 10:09:23.962 [Flat Map (1/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (1/6)#0 (9c35645e7e211cc13a5380c61e8a1361) switched from CREATED to DEPLOYING.
2022-09-15 10:09:23.962 [Flat Map (1/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Loading JAR files for task Flat Map (1/6)#0 (9c35645e7e211cc13a5380c61e8a1361) [DEPLOYING].
2022-09-15 10:09:23.964 [flink-akka.actor.default-dispatcher-4] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Flat Map (2/6)#0 (637e9b2fa3e04b020694ccdb23115423), deploy into slot with allocation id 31d3ad09a42a50d5ccc0b3ed182621d4.
2022-09-15 10:09:23.965 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot 832c6e75b408920c9dc36eff76720034.
2022-09-15 10:09:23.964 [Flat Map (2/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (2/6)#0 (637e9b2fa3e04b020694ccdb23115423) switched from CREATED to DEPLOYING.
2022-09-15 10:09:23.965 [Flat Map (2/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Loading JAR files for task Flat Map (2/6)#0 (637e9b2fa3e04b020694ccdb23115423) [DEPLOYING].
2022-09-15 10:09:23.967 [flink-akka.actor.default-dispatcher-4] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Flat Map (3/6)#0 (136de12344d2a3f235d2343418b8af0e), deploy into slot with allocation id 832c6e75b408920c9dc36eff76720034.
2022-09-15 10:09:23.967 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot b42a4999ade125cac97529dcd3a2d13f.
2022-09-15 10:09:23.969 [Flat Map (3/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (3/6)#0 (136de12344d2a3f235d2343418b8af0e) switched from CREATED to DEPLOYING.
2022-09-15 10:09:23.969 [Flat Map (3/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Loading JAR files for task Flat Map (3/6)#0 (136de12344d2a3f235d2343418b8af0e) [DEPLOYING].
2022-09-15 10:09:23.970 [flink-akka.actor.default-dispatcher-4] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Flat Map (4/6)#0 (338b4d7206a8c14b64b70c2bdec3e7eb), deploy into slot with allocation id b42a4999ade125cac97529dcd3a2d13f.
2022-09-15 10:09:23.970 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot d0eb4de732477b1102d4304184871379.
2022-09-15 10:09:23.972 [Flat Map (4/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (4/6)#0 (338b4d7206a8c14b64b70c2bdec3e7eb) switched from CREATED to DEPLOYING.
2022-09-15 10:09:23.972 [Flat Map (4/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Loading JAR files for task Flat Map (4/6)#0 (338b4d7206a8c14b64b70c2bdec3e7eb) [DEPLOYING].
2022-09-15 10:09:23.974 [flink-akka.actor.default-dispatcher-4] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Flat Map (5/6)#0 (5d800184f693531dd77990c6829754cd), deploy into slot with allocation id d0eb4de732477b1102d4304184871379.
2022-09-15 10:09:23.974 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot a10aa41d35e7f0b54e0143cd6fcae83b.
2022-09-15 10:09:23.976 [flink-akka.actor.default-dispatcher-4] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Flat Map (6/6)#0 (b3483772af4de6032a7400d129613164), deploy into slot with allocation id a10aa41d35e7f0b54e0143cd6fcae83b.
2022-09-15 10:09:23.977 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot 1ebbf674da1194f2f659151e10db97ea.
2022-09-15 10:09:23.980 [Flat Map (6/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (6/6)#0 (b3483772af4de6032a7400d129613164) switched from CREATED to DEPLOYING.
2022-09-15 10:09:23.980 [Flat Map (6/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Loading JAR files for task Flat Map (6/6)#0 (b3483772af4de6032a7400d129613164) [DEPLOYING].
2022-09-15 10:09:23.983 [flink-akka.actor.default-dispatcher-4] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Sink: Unnamed (1/6)#0 (269934c91c5358976ff0d846c8b45392), deploy into slot with allocation id 1ebbf674da1194f2f659151e10db97ea.
2022-09-15 10:09:23.984 [Sink: Unnamed (1/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (1/6)#0 (269934c91c5358976ff0d846c8b45392) switched from CREATED to DEPLOYING.
2022-09-15 10:09:23.984 [Sink: Unnamed (1/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Loading JAR files for task Sink: Unnamed (1/6)#0 (269934c91c5358976ff0d846c8b45392) [DEPLOYING].
2022-09-15 10:09:23.984 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot 31d3ad09a42a50d5ccc0b3ed182621d4.
2022-09-15 10:09:23.985 [flink-akka.actor.default-dispatcher-4] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Sink: Unnamed (2/6)#0 (e16d258903dfb4277995ccf5a741153f), deploy into slot with allocation id 31d3ad09a42a50d5ccc0b3ed182621d4.
2022-09-15 10:09:23.986 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot 832c6e75b408920c9dc36eff76720034.
2022-09-15 10:09:23.986 [Flat Map (6/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - No state backend has been configured, using default (HashMap) org.apache.flink.runtime.state.hashmap.HashMapStateBackend@6ba4cc6a
2022-09-15 10:09:23.986 [Flat Map (6/6)#0] INFO  org.apache.flink.runtime.state.StateBackendLoader - State backend loader loads the state backend as HashMapStateBackend
2022-09-15 10:09:23.986 [Flat Map (6/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - Checkpoint storage is set to 'jobmanager'
2022-09-15 10:09:23.987 [flink-akka.actor.default-dispatcher-4] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Sink: Unnamed (3/6)#0 (9e432374cb6a5ca8146f716244528769), deploy into slot with allocation id 832c6e75b408920c9dc36eff76720034.
2022-09-15 10:09:23.987 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot b42a4999ade125cac97529dcd3a2d13f.
2022-09-15 10:09:23.988 [Source: Custom Source -> Timestamps/Watermarks (1/1)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - No state backend has been configured, using default (HashMap) org.apache.flink.runtime.state.hashmap.HashMapStateBackend@70659db5
2022-09-15 10:09:23.988 [Source: Custom Source -> Timestamps/Watermarks (1/1)#0] INFO  org.apache.flink.runtime.state.StateBackendLoader - State backend loader loads the state backend as HashMapStateBackend
2022-09-15 10:09:23.988 [Source: Custom Source -> Timestamps/Watermarks (1/1)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - Checkpoint storage is set to 'jobmanager'
2022-09-15 10:09:23.989 [Flat Map (3/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - No state backend has been configured, using default (HashMap) org.apache.flink.runtime.state.hashmap.HashMapStateBackend@49fe22f9
2022-09-15 10:09:23.989 [flink-akka.actor.default-dispatcher-4] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Sink: Unnamed (4/6)#0 (22c1ed8c857ecbea5259a1e84083427e), deploy into slot with allocation id b42a4999ade125cac97529dcd3a2d13f.
2022-09-15 10:09:23.989 [Flat Map (3/6)#0] INFO  org.apache.flink.runtime.state.StateBackendLoader - State backend loader loads the state backend as HashMapStateBackend
2022-09-15 10:09:23.989 [Flat Map (3/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - Checkpoint storage is set to 'jobmanager'
2022-09-15 10:09:23.989 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot d0eb4de732477b1102d4304184871379.
2022-09-15 10:09:23.989 [Flat Map (1/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - No state backend has been configured, using default (HashMap) org.apache.flink.runtime.state.hashmap.HashMapStateBackend@5701d498
2022-09-15 10:09:23.989 [Flat Map (1/6)#0] INFO  org.apache.flink.runtime.state.StateBackendLoader - State backend loader loads the state backend as HashMapStateBackend
